Family Subfamily Tribe Subtribe,Genus (Subgenus) species,States,Status,Host plant Family Tribe Genera
Colletidae,Colletes fulgidus,CA-CO-ID-MT-NV-OR-UT-WA-WY,Uncommon,"Asteraceae: Achillea L., Chrysothamnus Nutt., Cirsium Mill., Ericameria Nutt., Erigeron L., Grindelia Willd., Gutierrezia Lag., Haplopappus Cass., Holocarpha Greene, Layia Hook. & Arn. ex DC., Rudbeckia L., Solidago L."
Colletidae,Colletes gypsicolens,AZ-CA-CO-ID-NM-NV-OR-UT-WA,Uncommon-Rare,"Asteraceae: Chrysothamnus Nutt., Ericameria Nutt., Grindelia Willd., Gutierrezia Lag., Helianthus L., Verbesina L."
Colletidae,Colletes larreae,AZ-CA-NV-UT,Uncommon-Rare,Larrea Cav.
Colletidae,Colletes laticinctus,AZ-CO-ID-NM-UT-WY,Rare,Asteraceae: Gutierrezia Lag.
Colletidae,Colletes latitarsis,AZ-CO-MT-NM-WY,Rare,Physalis L.
Colletidae,Colletes nigrifrons,AZ-CA-CO-ID-MT-NM-NV-UT-WA-WY,Uncommon-Rare,Potentilla L.
Colletidae,Colletes paniscus,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,Mertensia Roth
Colletidae,Colletes petalostemonis,AZ-CA-CO-ID-MT-NM-NV-UT-WY,Uncommon-Rare,"Fabaceae: Dalea L., Psorothamnus Rydb."
Colletidae,Colletes productus,CA,Rare,"Ericaceae: Arctostaphylos Adans., Comarostaphylis Zucc., Ornithostaphylos Small, Phyllodoce Salisb., Xylococcus Nutt.?"
Colletidae,Colletes prosopidis,AZ-CA-NM-NV,Uncommon-Rare,Prosopis L.
Colletidae,Colletes robertsonii,AZ-CO-NM-WY,Rare,Dalea L.
Colletidae,Colletes rufocinctus,AZ-CA-CO-NM-WY,Rare,"Asteraceae: Grindelia Willd., Gutierrezia Lag., Helianthus L., Ratibida Raf., Solidago L., Symphyotrichum Nees"
Colletidae,Colletes scopiventer,AZ-CA-CO-NM-NV,Rare,Chamaesaracha (A. Gray) Benth.
Colletidae,Colletes simulans,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Common,"Asteraceae: Chrysothamnus Nutt., Ericameria Nutt., Solidago L."
Colletidae,Colletes sphaeralceae,AZ-CA-CO-ID-NM-NV-OR-UT-WA,Uncommon-Rare,Sphaeralcea A. St.-Hil.
Colletidae,Colletes stepheni,AZ-CA-NV,Uncommon-Rare,"Fabaceae: Parkinsonia L., Psorothamnus Rydb."
Colletidae,Colletes susannae,CO,Rare,"Amorpha L., Dalea L."
Colletidae,Colletes timberlakei,CO-WY,Rare,Dalea L.
Colletidae,Colletes thysanellae,AZ,Rare,"Asteraceae: Baccharis L., Balduina Nutt., Heterotheca Cass., Solidago L."
Colletidae,Colletes turgiventris,CA,Rare,Phacelia Juss.
Colletidae,Colletes willistoni,CO-UT-WY,Rare,Physalis L.
Colletidae,Colletes wilmattae,NM,Rare,Dalea L.
Colletidae,Colletes xerophilus,AZ-CA-CO-ID-NM-NV-UT,Rare,Salix L.
Colletidae,Eulonchopria punctatissima,AZ,Rare,Vachellia Wight & Arn.
Colletidae,Hylaeus (Cephalylaeus) basalis,CT-MA-ME-NH-NY-VT,Rare,Rosaceae: Potentilla L.
Halictidae: Halictinae: Halictini,Lasioglossum (Sphecodogastra) aberrans,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,Oenothera L.
Halictidae: Halictinae: Halictini,Lasioglossum (Sphecodogastra) antiochense,CA,Rare,Oenothera L.
Halictidae: Halictinae: Halictini,Lasioglossum (Sphecodogastra) lusorium,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,Oenothera L.
Halictidae: Halictinae: Halictini,Lasioglossum (Hemihalictus) lustrans,NM,Rare,"Eurybia (Cass.) Cass., Pyrrhopappus DC."
Halictidae: Halictinae: Halictini,Lasioglossum (Sphecodogastra) noctivaga,AZ-CO-NM-UT,Rare,Oenothera L.
Halictidae: Halictinae: Halictini,Lasioglossum (Sphecodogastra) potosi,AZ,Rare,Oenothera L.
Halictidae: Halictinae: Halictini,Lasioglossum (Sphecodogastra) texanum,AZ-CO-MT-WY,Rare,Oenothera L.
Halictidae: Nomiinae,Dieunomia (Dieunomia) heteropoda,AZ-CA-CO-NM-NV-UT,Uncommon-Rare,"Asteraceae: Bidens L., Coreopsis L., Helianthus L., Silphium L., Solidago L., Verbesina L."
Halictidae: Nomiinae,Dieunomia (Epinomia) nevadensis,AZ-CA-CO-NM-NV-OR-UT-WY,Uncommon,"Asteraceae: Baccharis L., Baileya Harv. & A. Gray ex A. Gray, Chrysothamnus Nutt., Gaillardia Foug., Grindelia Willd., Gutierrezia Lag., Helianthus L., Heterotheca Cass., Pectis L., Verbesina L."
Halictidae: Nomiinae,Dieunomia (Epinomia) triangulifera,CO-NM-UT,Rare,Helianthus L.
Halictidae: Nomiinae,Nomia (Acunomia) universitatis,CO-NM,Rare,"Fabaceae: Astragalus L., Ladeania A. N. Egan & Reveal., Pediomelum Rydb."
Halictidae: Rophitinae,Conanthalictus bakeri,AZ-CA-NM-NV,Uncommon-Rare,Phacelia Juss.
Halictidae: Rophitinae,Conanthalictus caerulescens,AZ-CA-NV,Rare,Phacelia Juss.
Halictidae: Rophitinae,Conanthalictus cockerelli,AZ-CA-NV,Rare,"Boraginaceae: Hydrophlloideae: Nama L., Phacelia Juss."
Halictidae: Rophitinae,Conanthalictus conanthi,AZ-NM,Rare,Nama L.
Halictidae: Rophitinae,Conanthalictus deserticola,AZ-CA,Rare,Nama L.
Halictidae: Rophitinae,Conanthalictus macrops,CA,Rare,"Nemophila Nutt., Phacelia Juss."
Halictidae: Rophitinae,Conanthalictus mentzeliae,CA-NV,Rare,Mentzelia L.
Halictidae: Rophitinae,Conanthalictus minor,AZ-CA-NV-UT,Rare,"Boraginaceae: Hydrophlloideae: Nama L., Phacelia Juss."
Halictidae: Rophitinae,Conanthalictus namatophilus,CA,Rare,"Boraginaceae: Hydrophlloideae: Nama L., Phacelia Juss."
Halictidae: Rophitinae,Conanthalictus nigricans,CA,Rare,Phacelia Juss.
Halictidae: Rophitinae,Conanthalictus seminiger,CA,Rare,Emmenanthe Benth.
Halictidae: Rophitinae,Conanthalictus wilmattae,CA,Rare,Phacelia Juss.
Halictidae: Rophitinae,Dufourea afasciata,CA-OR,Rare,Trifolium L.
Halictidae: Rophitinae,Dufourea boregoensis,AZ-CA,Rare,Camissonia Link
Halictidae: Rophitinae,Dufourea calochorti,CA-OR-WA,Rare,Calochortus Pursh
Halictidae: Rophitinae,Dufourea campanulae,CA-OR-WA,Rare,Campanula L.
Halictidae: Rophitinae,Dufourea cuprea,CA-OR,Rare,"Gilia Ruiz & Pav., Nemophila Nutt."
Halictidae: Rophitinae,Dufourea davidsoni,CA,Rare,Gayophytum A. Juss.
Halictidae: Rophitinae,Dufourea dentipes,CA-ID,Rare,Calochortus Pursh
Halictidae: Rophitinae,Dufourea echinocacti,CA,Rare,"Echinocactus Link & Otto, Ferocactus Britton & Rose"
Halictidae: Rophitinae,Dufourea femorata,AZ-CA,Rare,Gilia Ruiz & Pav.
Halictidae: Rophitinae,Dufourea fimbriata,CA-CO-UT-WY,Rare,Potentilla L.
Halictidae: Rophitinae,Dufourea gilia,CA,Rare,Gilia Ruiz & Pav.
Halictidae: Rophitinae,Dufourea holocyanea,CA-MT-OR-WA,Rare,Symphoricarpos Duham.
Halictidae: Rophitinae,Dufourea latifrons,CA,Rare,Camissonia Link
Halictidae: Rophitinae,Dufourea linanthi,CA,Rare,Linanthus Benth.
Halictidae: Rophitinae,Dufourea macswaini,CA,Rare,Clarkia Pursh
Halictidae: Rophitinae,Dufourea malacothricis,AZ-CA-NM-NV-UT,Uncommon-Rare,Malacothrix DC.
Halictidae: Rophitinae,Dufourea marginata,AZ-CA-CO-ID-MT-NM-NV-WY,Uncommon,"Asteraceae: Chrysothamnus Nutt., Grindelia Willd., Helianthus L., Solidago L."
Halictidae: Rophitinae,Dufourea maura,CO-ID-MT-NM-UT-WA-WY,Uncommon-Rare,Campanula L.
Halictidae: Rophitinae,Dufourea moldenkei,CA,Rare,Hydrophyllum L.
Halictidae: Rophitinae,Dufourea monardae,CO,Rare,Monarda L.
Halictidae: Rophitinae,Dufourea mulleri,AZ-CA-NV-NM-OR-UT-WY,Uncommon-Rare,"Nemophila Nutt., Phacelia Juss."
Halictidae: Rophitinae,Dufourea nemophilae,CA,Rare,"Nemophila Nutt., Phacelia Juss."
Halictidae: Rophitinae,Dufourea nudicornis,AZ-CA-NV,Rare,Camissonia Link
Halictidae: Rophitinae,Dufourea oenotherae,CA,Rare,Camissonia Link
Halictidae: Rophitinae,Dufourea orovada,CA-ID-NV-UT,Rare,Camissonia Link
Halictidae: Rophitinae,Dufourea pectinipes,CA,Rare,Mimulus L.
Halictidae: Rophitinae,Dufourea pulchricornis,AZ-NM,Uncommon-Rare,Brassicaceae: Lepidium L.
Halictidae: Rophitinae,Dufourea scintilla,CA,Rare,Camissonia Link
Halictidae: Rophitinae,Dufourea sparsipunctata,CA,Rare,"Onagraceae: Camissonia Link, Clarkia Pursh, Oenothera L."
Halictidae: Rophitinae,Dufourea spilura,CA,Rare,Gayophytum A. Juss.
Halictidae: Rophitinae,Dufourea subdavidsoni,CA-ID-NV-UT-WY,Uncommon-Rare,Gayophytum A. Juss.
Halictidae: Rophitinae,Dufourea trochantera,CA-ID-NV-OR-UT-WA-WY,Uncommon-Rare,Phacelia Juss.
Halictidae: Rophitinae,Dufourea truncata,CA,Rare,Camissonia Link
Halictidae: Rophitinae,Dufourea tuolumne,CA,Rare,Linanthus Benth.
Halictidae: Rophitinae,Dufourea vanduzeei,CA,Rare,Linanthus Benth.
Halictidae: Rophitinae,Dufourea vandykei,AZ-CA-NV-UT,Rare,Sphaeralcea A. St.-Hil.
Halictidae: Rophitinae,Dufourea versatilis,CA-ID-NV-OR,Rare,Mimulus L.
Halictidae: Rophitinae,Dufourea virgata,AZ-CA,Rare,"Camissonia Link, Oenothera L."
Halictidae: Rophitinae,Micralictoides ruficaudus,CA,Rare,Eschscholzia Cham.
Halictidae: Rophitinae,Protodufourea eickworti,AZ-CA-NV,Rare,Phacelia Juss.
Halictidae: Rophitinae,Protodufourea koso,CA-NV,Rare,Phacelia Juss.
Halictidae: Rophitinae,Protodufourea parca,CA,Rare,Phacelia Juss.
Halictidae: Rophitinae,Protodufourea wasbaueri,CA,Rare,Emmenanthe Benth.
Halictidae: Rophitinae,Protodufourea zavortinki,CA,Rare,Phacelia Juss.
Halictidae: Rophitinae,Sphecodosoma (Michenerula) beameri,AZ,Rare,Nama L.
Halictidae: Rophitinae,Sphecodosoma (Sphecodosoma) dicksoni,AZ-CA-NM,Rare,Nama L.
Halictidae: Rophitinae,Xeralictus bicuspidariae,AZ-CA-NV,Rare,Mentzelia L.
Halictidae: Rophitinae,Xeralictus timberlakei,CA-NM,Rare,Mentzelia L.
Megachilidae: Lithurginae,Lithurgopsis apicalis,AZ-CA-CO-NM-NV-UT-WY,Uncommon-Rare,"Cactaceae: Cylindropuntia (Engelm.) Kreuzinger, Echinocactus Link & Otto, Ferocactus Britton & Rose, Opuntia Mill."
Megachilidae: Lithurginae,Lithurgopsis echinocacti,AZ-CA-NM,Rare,"Cactaceae: Cylindropuntia (Engelm.) Kreuzinger, Echinocactus Link & Otto, Ferocactus Britton & Rose, Opuntia Mill."
Megachilidae: Lithurginae,Lithurgopsis listrota,CA,Rare,"Cactaceae: Cylindropuntia (Engelm.) Kreuzinger, Echinocactus Link & Otto, Ferocactus Britton & Rose, Opuntia Mill."
Megachilidae: Lithurginae,Lithurgopsis littoralis,NM,Rare,"Cactaceae: Cylindropuntia (Engelm.) Kreuzinger, Echinocactus Link & Otto, Ferocactus Britton & Rose, Opuntia Mill."
Megachilidae: Lithurginae,Lithurgopsis planifrons,AZ,Rare,"Cactaceae: Cylindropuntia (Engelm.) Kreuzinger, Echinocactus Link & Otto, Ferocactus Britton & Rose, Opuntia Mill."
Megachilidae: Megachilinae: Anthidiini,Anthidium (Anthidium) atripes,AZ-CA-CO-ID-NM-NV-OR-UT,Rare,"Fabaceae: Astragalus L., Lotus L."
Megachilidae: Megachilinae: Anthidiini,Anthidium (Anthidium) clypeodentatum,AZ-CA-CO-ID-MT-UT-WA-WY,Rare,"Fabaceae: Astragalus L., Lotus L."
Megachilidae: Megachilinae: Anthidiini,Anthidium (Anthidium) dammersi,AZ-CA-NM-NV-UT-WY,Rare,Fabaceae: Astragalus L.
Megachilidae: Megachilinae: Anthidiini,Anthidium (Anthidium) emarginatum,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,Phacelia Juss.
Megachilidae: Megachilinae: Anthidiini,Anthidium (Anthidium) mormonum,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,"Lotus L., Phacelia Juss."
Megachilidae: Megachilinae: Anthidiini,Anthidium (Anthidium) pallidiclypeum,AZ-CA-NV,Rare,Fabaceae: Lotus L.
Megachilidae: Megachilinae: Anthidiini,Anthidium (Anthidium) palmarum,AZ-CA-NM-NV-OR-UT,Uncommon-Rare,Phacelia Juss.
Megachilidae: Megachilinae: Anthidiini,Anthidium (Anthidium) placitum,AZ-CA-CO-ID-NM-NV-OR-UT-WA,Uncommon-Rare,Cordylanthus Nutt. ex Benth.
Megachilidae: Megachilinae: Anthidiini,Anthidium (Anthidium) psoraleae,AZ-CO-NM,Rare,Fabaceae
Megachilidae: Megachilinae: Anthidiini,Anthidium (Anthidium) tenuiflorae,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,"Fabaceae: Astragalus L., Lotus L."
Megachilidae: Megachilinae: Anthidiini,Anthidium (Anthidium) utahense,AZ-CA-CO-ID-MT-NV-OR-UT-WA-WY,Uncommon-Rare,Fabaceae: Lotus L.
Megachilidae: Megachilinae: Anthidiini,Dianthidium (Dianthidium) cressonii,AZ-CO-ID-NM-NV-UT-WY,Uncommon-Rare,"Asteraceae: Cirsium Mill., Ericameria Nutt., Grindelia Willd., Senecio L."
Megachilidae: Megachilinae: Anthidiini,Dianthidium (Dianthidium) curvatum,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,"Asteraceae: Coreopsis L., Grindelia Willd., Helenium L., Helianthus L."
Megachilidae: Megachilinae: Anthidiini,Dianthidium (Dianthidium) parvum,AZ-CA-CO-ID-NM-NV-UT-WY,Uncommon-Rare,"Asteraceae: Baileya Harv. & A. Gray ex A. Gray, Chrysothamnus Nutt., Cirsium Mill., Corethrogyne DC., Encelia Adans., Erigeron L., Gaillardia Foug., Geraea Torr. & A. Gray, Grindelia Willd., Gutierrezia Lag., Heterotheca Cass., Lessingia Cham., Machaeranthera Nees, Stephanomeria Nutt."
Megachilidae: Megachilinae: Anthidiini,Dianthidium (Dianthidium) platyurum,AZ-CA-CO-NM-NV-UT,Rare,"Asteraceae: Bebbia (Benth.) Greene, Erigeron L., Gutierrezia Lag., Heterotheca Cass., Lessingia Cham., Malacothrix DC., Pectis L., Senecio L., Stephanomeria Nutt."
Megachilidae: Megachilinae: Anthidiini,Dianthidium (Dianthidium) singulare,AZ-CA-ID-NV-UT,Rare,"Asteraceae: Chaenactis DC., Cirsium Mill., Erigeron L., Solidago L."
Megachilidae: Megachilinae: Anthidiini,Dianthidium (Dianthidium) subparvum,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,"Asteraceae: Agoseris Raf., Chaenactis DC., Chrysothamnus Nutt., Cirsium Mill., Corethrogyne DC., Encelia Adans., Erigeron L., Grindelia Willd., Gutierrezia Lag., Haplopappus Cass., Helianthus L., Heliomeris Nutt., Machaeranthera Nees, Pentachaeta Nutt., Palafoxia Lag., Pyrrocoma Hook., Solidago L., Stephanomeria Nutt., Viguiera Kunth"
Megachilidae: Megachilinae: Anthidiini,Dianthidium (Dianthidium) ulkei,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,"Asteraceae: Achillea L., Baileya Harv. & A. Gray ex A. Gray, Chrysothamnus Nutt., Cirsium Mill., Encelia Adans., Ericameria Nutt., Erigeron L., Grindelia Willd., Gutierrezia Lag., Haplopappus Cass., Helenium L., Helianthus L., Heterotheca Cass., Hulsea Torr. & A. Gray, Lessingia Cham., Machaeranthera Nees, Pentachaeta Nutt., Solidago L., Stephanomeria Nutt., Symphyotrichum Nees, Verbesina L."
Megachilidae: Megachilinae: Anthidiini,Paranthidium (Paranthidium) jugatorium,AZ-CA-CO-NM-UT,Uncommon-Rare,"Asteraceae: Erigeron L., Grindelia Willd., Haplopappus Cass., Helianthus L., Heterotheca Cass., Rudbeckia L., Silphium L., Verbesina L., Viguiera Kunth"
Megachilidae: Megachilinae: Anthidiini,Trachusa (Heteranthidium) bequaerti,CA-WY,Uncommon-Rare,Dalea L.
Megachilidae: Megachilinae: Anthidiini,Trachusa (Heteranthidium) larreae,AZ-CA-NM-NV-UT,Uncommon-Rare,Larrea Cav.
Megachilidae: Megachilinae: Anthidiini,Trachusa (Heteranthidium) zebrata,AZ-CA-CO-NM-UT-WY,Rare,"Asteraceae: Encelia Adans., Helianthus L."
Megachilidae: Megachilinae: Megachilini,Megachile (Phaenosarus) agustini,AZ-CA-CO-NM-UT,Uncommon-Rare,"Asteraceae: Cirsium Mill., Helianthus L., Heliomeris Nutt., Verbesina L."
Megachilidae: Megachilinae: Megachilini,Megachile (Megachiloides) alata,AZ-CA-NV,Rare,"Asteraceae: Bahia Lag., Bebbia (Benth.) Greene, Encelia Adans., Helianthus L."
Megachilidae: Megachilinae: Megachilini,Megachile (Chelostomoides) campanulae,CO-MT,Rare,"Campanula L., Campanulastrum Small"
Megachilidae: Megachilinae: Megachilini,Megachile (Chelostomoides) chilopsidis,AZ-CA-CO-NM-NV,Uncommon-Rare,"Fabaceae: Olneya A. Gray, Parkinsonia L., Prosopis L., Psorothamnus Rydb."
Megachilidae: Megachilinae: Megachilini,Megachile (Chelostomoides) davidsoni,CA,Uncommon-Rare,Ehrendorferia Fukuhara & Lidén
Megachilidae: Megachilinae: Megachilini,Megachile (Sayapis) fidelis,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon,"Asteraceae: Chrysothamnus Nutt., Cirsium Mill., Coreopsis L., Encelia Adans., Ericameria Nutt., Erigeron L., Grindelia Willd., Gutierrezia Lag., Haplopappus Cass., Helenium L., Helianthus L., Hemizonia DC., Heterotheca Cass., Holocarpha Greene, Machaeranthera Nees, Madia Molina, Plectocephalus D.Don, Rudbeckia L., Senecio L., Solidago L., Symphyotrichum Nees, Verbesina L., Viguiera Kunth"
Megachilidae: Megachilinae: Megachilini,Megachile (Phaenosarus) fortis,AZ-CO-NM-NV-WY,Rare,Helianthus L.
Megachilidae: Megachilinae: Megachilini,Megachile (Sayapis) frugalis,AZ-CA-NM-NV-UT,Uncommon,Asteraceae; Fabaceae
Megachilidae: Megachilinae: Megachilini,Megachile (Megachiloides) gravita,CA-OR-WA,Uncommon-Rare,Clarkia Pursh
Megachilidae: Megachilinae: Megachilini,Megachile (Sayapis) inimica,AZ-CA-CO-ID-MT-NM-UT-WY,Uncommon-Rare,"Asteraceae: Encelia Adans., Helianthus L."
Megachilidae: Megachilinae: Megachilini,Megachile (Megachile) lapponica,CO-ID-MT-OR-UT-WA-WY,Rare,Chamaenerion Ség.
Megachilidae: Megachilinae: Megachilini,Megachile (Chelostomoides) lobatifrons,AZ-CA-NM-NV-UT,Rare,"Fabaceae: Olneya A. Gray, Parkinsonia L., Prosopis L., Psorothamnus Rydb."
Megachilidae: Megachilinae: Megachilini,Megachile (Megachiloides) manifesta,AZ-CA-CO-MT-NM-OR-UT-WY,Rare,"Asteraceae: Chrysothamnus Nutt., Ericameria Nutt., Erigeron L., Grindelia Willd., Helianthus L., Heliomeris Nutt., Senecio L., Xanthisma DC."
Megachilidae: Megachilinae: Megachilini,Megachile (Xanthosarus) melanophaea,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon,"Fabaceae: Astragalus L., Hedysarum L., Lotus L., Lupinus L."
Megachilidae: Megachilinae: Megachilini,Megachile (Sayapis) mellitarsis,AZ-CA-CO-NM-NV-OR-UT-WA-WY,Rare,"Asteraceae: Chrysothamnus Nutt., Cirsium Mill., Encelia Adans., Grindelia Willd., Pluchea Cass., Senecio L."
Megachilidae: Megachilinae: Megachilini,Megachile (Megachiloides) nevadensis,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Uncommon-Rare,"Asteraceae: Chrysothamnus Nutt., Cirsium Mill., Ericameria Nutt., Grindelia Willd., Gutierrezia Lag., Helianthus L., Isocoma Nutt., Senecio L., Solidago L., Symphyotrichum Nees"
Megachilidae: Megachilinae: Megachilini,Megachile (Sayapis) newberryae,AZ-CA-CO-NM-NV-UT,Uncommon,"Fabaceae: Dalea L., Parkinsonia L., Prosopis L., Vachellia Wight & Arn."
Megachilidae: Megachilinae: Megachilini,Megachile (Chelostomoides) occidentalis,AZ-CA-UT,Rare,Fabaceae: Lotus L.
Megachilidae: Megachilinae: Megachilini,Megachile (Chelostomoides) odontostoma,AZ-CA-CO-NM-NV-UT-WA,Uncommon-Rare,"Fabaceae: Parkinsonia L., Prosopis L."
Megachilidae: Megachilinae: Megachilini,Megachile (Argyropile) parallela,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Common-Uncommon,"Asteraceae: Baccharis L., Bebbia (Benth.) Greene, Chrysothamnus Nutt., Coreopsis L., Corethrogyne DC., Deinandra Greene, Echinacea Moench, Ericameria Nutt., Gaillardia Foug., Grindelia Willd., Gutierrezia Lag., Haplopappus Cass., Helenium L., Helianthus L., Hemizonia DC., Heterotheca Cass., Hymenothrix A. Gray, Malacothrix DC., Palafoxia Lag., Plectocephalus D.Don, Pyrrocoma Hook., Rudbeckia L., Senecio L., Solidago L., Stephanomeria Nutt., Tetraneuris Greene, Verbesina L., Wyethia Nutt."
Megachilidae: Megachilinae: Megachilini,Megachile (Megachiloides) pascoensis,CA-ID-MT-OR-WA,Uncommon-Rare,Clarkia Pursh
Megachilidae: Megachilinae: Megachilini,Megachile (Xanthosarus) perihirta,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Common-Uncommon,"Asteraceae, Fabaceae"
Megachilidae: Megachilinae: Megachilini,Megachile (Sayapis) pugnata,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Common,Asteraceae: Cirsium Mill.
Megachilidae: Megachilinae: Megachilini,Megachile (Argyopile) rossi,AZ-CA-NM-NV-UT,Uncommon-Rare,"Asteraceae: Encelia Adans., Helianthus L., Pluchea Cass., Verbesina L."
Megachilidae: Megachilinae: Megachilini,Megachile (Megachiloides) soledadensis,AZ-CA-NM-NV,Rare,"Asteraceae: Baileya Harv. & A. Gray ex A. Gray, Bebbia (Benth.) Greene, Chrysothamnus Nutt., Heliomeris Nutt., Helianthus L., Heterotheca Cass., Machaeranthera Nees, Pectis L., Verbesina L."
Megachilidae: Megachilinae: Megachilini,Megachile (Chelostomoides) subexilis,AZ-CA-CO-NM-NV-UT,Uncommon-Rare,"Fabaceae: Lotus L., Lupinus L."
Megachilidae: Megachilinae: Megachilini,Megachile (Megachiloides) subnigra,AZ-CA-CO-ID-MT-NV-OR-UT-WA-WY,Uncommon-Rare,"Asteraceae: Achillea L., Bebbia (Benth.) Greene, Chaenactis DC., Cirsium Mill., Coreopsis L., Encelia Adans., Ericameria Nutt., Eriophyllum Lag., Layia Hook. & Arn. ex DC., Senecio L."
Megachilidae: Megachilinae: Megachilini,Megachile (Argyropile) townsendiana,AZ-CA-CO-NM-NV-UT,Uncommon-Rare,"Asteraceae: Baccharis L., Baileya Harv. & A. Gray ex A. Gray, Chrysothamnus Nutt., Encelia Adans., Haplopappus Cass., Heterotheca Cass., Hymenopappus L'Hér., Isocoma Nutt., Pectis L., Verbesina L."
Megachilidae: Megachilinae: Megachilini,Megachile (Megachiloides) umatillensis,AZ-CA-CO-NM-OR-WA,Rare,Oenothera L.
Megachilidae: Megachilinae: Megachilini,Megachile (Megachiloides) wheeleri,AZ-CA-CO-ID-MT-NV-OR-UT-WA-WY,Uncommon-Rare,"Asteraceae: Achillea L., Chrysothamnus Nutt., Cirsium Mill., Ericameria Nutt., Erigeron L., Grindelia Willd., Machaeranthera Nees,"
Megachilidae: Megachilinae: Osmiini,Ashmeadiella (Arogochila) australis,AZ-CA-NV-UT,Uncommon-Rare,Penstemon Schmidel [Keckiella Straw?]
Megachilidae: Megachilinae: Osmiini,Ashmeadiella (Ashmeadiella) bucconis,AZ-CA-CO-ID-MT-NM-NV-OR-UT-WA-WY,Common-Uncommon,"Asteraceae: Acamptopappus (A. Gray) A. Gray, Baileya Harv. & A. Gray ex A. Gray, Chaenactis DC., Chrysothamnus Nutt., Coreopsis L., Echinacea Moench, Encelia Adans., Ericameria Nutt., Erigeron L., Grindelia Willd., Gutierrezia Lag., Heliomeris Nutt., Heterotheca Cass., Hymenothrix A. Gray, Isocoma Nutt., Lactuca L., Machaeranthera Nees, Pectis L., Pentachaeta Nutt., Senecio L., Solidago L., Vanclevea Greene, Verbesina L., Wyethia Nutt., Xanthisma DC."
Megachilidae: Megachilinae: Osmiini,Ashmeadiella (Arogochila) cazieri,AZ-CA-NM-NV-UT,Uncommon-Rare,"Fabaceae: Dalea L., Parkinsonia L., Psorothamnus Rydb."
Megachilidae: Megachilinae: Osmiini,Ashmeadiella (Ashmeadiella) cubiceps,AZ-CA-CO-MT-NV-OR-UT-WA,Uncommon-Rare,"Asteraceae: Baileya Harv. & A. Gray ex A. Gray, Chaenactis DC., Encelia Adans., Ericameria Nutt., Erigeron L., Heliomeris Nutt., Hieracium L., Malacothrix DC."
Megachilidae: Megachilinae: Osmiini,Ashmeadiella (Arogochila) erema,AZ-CA-NM-NV-UT,Rare,"Fabaceae: Dalea L., Hedysarum L., Lupinus L., Psorothamnus Rydb."
Megachilidae: Megachilinae: Osmiini,Ashmeadiella (Arogochila) inyoensis,CA-NV,Rare,"Fabaceae: Astragalus L., Dalea L., Lupinus L., Psorothamnus Rydb."
Megachilidae: Megachilinae: Osmiini,Ashmeadiella (Arogochila) micheneri,CA,Rare,Phacelia Juss.
Megachilidae: Megachilinae: Osmiini,Ashmeadiella (Ashmeadiela) opuntiae,AZ-CA-CO-ID-NM-NV-UT,Common-Uncommon,"Cactaceae: Cylindropuntia (Engelm.) Kreuzinger, Echinocactus Link & Otto, Ferocactus Britton & Rose, Opuntia Mill."
Megachilidae: Megachilinae: Osmiini,Ashmeadiella (Ashmeadiella) prosopidis,AZ-CA-CO-NM-NV-UT,Common-Uncommon,"Fabaceae: Dalea L., Olneya A. Gray, Parkinsonia L., Prosopis L., Psorothamnus Rydb."
Megachilidae: Megachilinae: Osmiini,Ashmeadiella (Chilosima) rhodognatha,AZ-CA-CO-NM-NV-UT,Uncommon-Rare,"Fabaceae: Dalea L., Olneya A. Gray, Parkinsonia L., Prosopis L., Psorothamnus Rydb."
Megachilidae: Megachilinae: Osmiini,Ashmeadiella (Isosmia) rubrella,AZ-CA-NM-NV,Uncommon-Rare,"Fabaceae: Dalea L., Prosopis L., Psorothamnus Rydb."
Megachilidae: Megachilinae: Osmiini,Ashmeadiella (Ashmeadiella) rufitarsis,AZ-CA-NV-OR,Uncommon-Rare,Eriogonum Michx.
Megachilidae: Megachilinae: Osmiini,Ashmeadiella (Arogochila) salviae,AZ-CA-NV,Uncommon-Rare,"Lamiaceae: Lepechinia Willd., Salvia L., Trichostema L."
