Group,Family,Scientific_name,Name_Status,Accepted_Name,Taxonomic_Note,Origin,FloraStatus,ConceptNum,Acronym,FloraPage,Scientific_name_auths
Dicotyledons,Amaranthaceae,Suaeda nigra,Accepted,Suaeda nigra,,native,Fully described,4013,SUANIG,"vol2, pg85",Suaeda nigra (Raf.) J.F. Macbr. 
Dicotyledons,Amaranthaceae,Suaeda occidentalis,Synonym,Suaeda calceoliformis,,,,4012,SUAOCC,,Suaeda occidentalis S. Watson 
Dicotyledons,Amaranthaceae,Suaeda torreyana,Synonym,Suaeda nigra,,,,4013,SUATOR,,Suaeda torreyana S. Watson 
Dicotyledons,Anacardiaceae,Cotinus coggygria,Accepted,Cotinus coggygria,,"exotic, not naturalized",,13888,COTCOG,,Cotinus coggygria Scop. 
Dicotyledons,Anacardiaceae,Rhus aromatica,Accepted,Rhus aromatica,,native,Fully described,3495,RHUARO,"vol2, pg87",Rhus aromatica Aiton 
Dicotyledons,Anacardiaceae,Rhus aromatica var. aromatica,Synonym,Rhus aromatica,,,,3495,RHUAROARO,,Rhus aromatica Aiton var. aromatica 
Dicotyledons,Anacardiaceae,Rhus diversiloba,Synonym,Toxicodendron diversilobum,,,,4097,RHUDIV,,Rhus diversiloba Torr. & A. Gray 
Dicotyledons,Anacardiaceae,Rhus glabra,Accepted,Rhus glabra,,native,Fully described,3489,RHUGLA,"vol2, pg87",Rhus glabra L. 
Dicotyledons,Anacardiaceae,Rhus glabra var. occidentalis,Synonym,Rhus glabra,,,,3489,RHUGLAOCC,,Rhus glabra L. var. occidentalis Torr. 
Dicotyledons,Anacardiaceae,Rhus radicans,Misapplied,Toxicodendron rydbergii,,,,4107,RHURAD,,Rhus radicans L. 
Dicotyledons,Anacardiaceae,Rhus toxicodendron,Misapplied,Toxicodendron rydbergii,,,,4107,RHUTOX,,Rhus toxicodendron L. 
Dicotyledons,Anacardiaceae,Rhus trilobata,Synonym,Rhus aromatica,,,,3495,RHUTRI,,Rhus trilobata Nutt. 
Dicotyledons,Anacardiaceae,Rhus trilobata var. trilobata,Synonym,Rhus aromatica,,,,3495,RHUTRITRI,,Rhus trilobata Nutt. var. trilobata 
Dicotyledons,Anacardiaceae,Toxicodendron diversilobum,Accepted,Toxicodendron diversilobum,,native,Fully described,4097,TOXDIV,"vol2, pg87",Toxicodendron diversilobum (Torr. & A. Gray) Greene 
Dicotyledons,Anacardiaceae,Toxicodendron radicans var. rydbergii,Synonym,Toxicodendron rydbergii,,,,4107,TOXRADRYD,,Toxicodendron radicans (L.) Kuntze var. rydbergii (Small ex Rydb.) Erskine 
Dicotyledons,Anacardiaceae,Toxicodendron rydbergii,Accepted,Toxicodendron rydbergii,,native,Fully described,4107,TOXRYD,"vol2, pg87",Toxicodendron rydbergii (Smalled) Greene 
Dicotyledons,Apiaceae,Aegopodium podagraria,Accepted,Aegopodium podagraria,,"exotic, not naturalized",,4447,AEGPOD,,Aegopodium podagraria L. 
Dicotyledons,Apiaceae,Anethum graveolens,Accepted,Anethum graveolens,,"exotic, not naturalized",Fully described,4448,ANEGRA2,"vol2, pg88",Anethum graveolens L. 
Dicotyledons,Apiaceae,Angelica arguta,Accepted,Angelica arguta,,native,Fully described,193,ANGARG,"vol2, pg90",Angelica arguta Nutt. 
Dicotyledons,Apiaceae,Angelica canbyi,Accepted,Angelica canbyi,,native,Fully described,200,ANGCAN,"vol2, pg90",Angelica canbyi J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Angelica capitellata,Synonym,Sphenosciadium capitellatum,,,,3924,ANGCAP,,"Angelica capitellata (A. Gray) Spalik, Reduron & S. R. Downie "
Dicotyledons,Apiaceae,Angelica genuflexa,Accepted,Angelica genuflexa,,native,Fully described,211,ANGGEN,"vol2, pg91",Angelica genuflexa Nutt. 
Dicotyledons,Apiaceae,Angelica hendersonii,Accepted,Angelica hendersonii,,native,Fully described,213,ANGHEN,"vol2, pg91",Angelica hendersonii J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Angelica lucida,Accepted,Angelica lucida,,native,Fully described,219,ANGLUC,"vol2, pg91",Angelica lucida L. 
Dicotyledons,Apiaceae,Angelica tomentosa,Accepted,Angelica tomentosa,,native,Fully described,245,ANGTOM,"vol2, pg91",Angelica tomentosa S. Watson 
Dicotyledons,Apiaceae,Anthriscus caucalis,Accepted,Anthriscus caucalis,,"exotic, naturalized",Fully described,240,ANTCAU,"vol2, pg92",Anthriscus caucalis M. Bieb. 
Dicotyledons,Apiaceae,Anthriscus scandicina,Synonym,Anthriscus caucalis,,,,240,ANTSCA,,Anthriscus scandicina (Weber ex F.H. Wigg.) Mansf. 
Dicotyledons,Apiaceae,Anthriscus sylvestris,Accepted,Anthriscus sylvestris,,"exotic, not naturalized",Fully described,5046,ANTSYL,"vol2, pg92",Anthriscus sylvestris (L.) Hoffm. 
Dicotyledons,Apiaceae,Apium graveolens,Accepted,Apium graveolens,,"exotic, not naturalized",,4482,APIGRA,,Apium graveolens L. 
Dicotyledons,Apiaceae,Apium graveolens var. dulce,Synonym,Apium graveolens,,,,4482,APIGRADUL,,Apium graveolens L. var. dulce (P. Mill.) DC. 
Dicotyledons,Apiaceae,Berula erecta,Accepted,Berula erecta,,native,Fully described,588,BERERE,"vol2, pg93",Berula erecta (Huds.) Coville 
Dicotyledons,Apiaceae,Berula erecta var. incisa,Synonym,Berula erecta,,,,588,BEREREINC,,Berula erecta (Huds.) Coville var. incisa (Torr.) Cronquist 
Dicotyledons,Apiaceae,Berula incisa,Synonym,Berula erecta,,,,588,BERINC2,,Berula incisa (Torr.) G.N. Jones 
Dicotyledons,Apiaceae,Bupleurum americanum,Accepted,Bupleurum americanum,,native,Fully described,689,BUPAME,"vol2, pg93",Bupleurum americanum J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Bupleurum fontanesii,Synonym,Bupleurum odontites,,,,13124,BUPFON,,Bupleurum fontanesii Caruel 
Dicotyledons,Apiaceae,Bupleurum odontites,Accepted,Bupleurum odontites,,"exotic, not naturalized",,13124,BUPODO,,Bupleurum odontites L. 
Dicotyledons,Apiaceae,Bupleurum rotundifolium,Accepted,Bupleurum rotundifolium,,"exotic, not naturalized",,13919,BUPROT,,Bupleurum rotundifolium L. 
Dicotyledons,Apiaceae,Carum carvi,Accepted,Carum carvi,,"exotic, not naturalized",,743,CARCAR,,Carum carvi L. 
Dicotyledons,Apiaceae,Caucalis microcarpa,Synonym,Yabea microcarpa,,,,871,CAUMIC,,Caucalis microcarpa Hook. & Arn. 
Dicotyledons,Apiaceae,Centella erecta,Accepted,Centella erecta,,"exotic, not naturalized",,14519,CENERE,,Centella erecta (L.f.) Fernald 
Dicotyledons,Apiaceae,Chaerophyllum temulum,Accepted,Chaerophyllum temulum,,"exotic, not naturalized",,14428,CHATEM,,Chaerophyllum temulum L. 
Dicotyledons,Apiaceae,Cicuta bulbifera,Accepted,Cicuta bulbifera,,native,Fully described,1126,CICBUL,"vol2, pg94",Cicuta bulbifera L. 
Dicotyledons,Apiaceae,Cicuta douglasii,Accepted,Cicuta douglasii,,native,Fully described,1130,CICDOU,"vol2, pg94",Cicuta douglasii (DC.) J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Cicuta maculata,Accepted,Cicuta maculata,Bare species,native,,9002,CICMAC,,Cicuta maculata L. 
Dicotyledons,Apiaceae,Cicuta maculata var. angustifolia,Accepted,Cicuta maculata var. angustifolia,,native,Fully described,1137,CICMACANG,"vol2, pg94",Cicuta maculata L. var. angustifolia Hook. 
Dicotyledons,Apiaceae,Cnidium monnieri,Accepted,Cnidium monnieri,,"exotic, not naturalized",,14526,CNIMON,,Cnidium monnieri (L.) Cusson ex Juss. 
Dicotyledons,Apiaceae,Conioselinum chinense,Synonym,Conioselinum pacificum,,,,1230,CONCHI,,"Conioselinum chinense (L.) Britton, Sterns & Poggenb. "
Dicotyledons,Apiaceae,Conioselinum gmelinii,Synonym,Conioselinum pacificum,,,,1230,CONGME,,Conioselinum gmelinii (Cham. & Schltdl.) Steud. 
Dicotyledons,Apiaceae,Conioselinum pacificum,Accepted,Conioselinum pacificum,,native,Fully described,1230,CONPAC,"vol2, pg95",Conioselinum pacificum (S. Watson) J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Conioselinum scopulorum,Accepted,Conioselinum scopulorum,,native,Fully described,4552,CONSCO,"vol2, pg95",Conioselinum scopulorum (A. Gray) J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Conium maculatum,Accepted,Conium maculatum,,"exotic, naturalized",Fully described,1216,CONMAC,"vol2, pg96",Conium maculatum L. 
Dicotyledons,Apiaceae,Coriandrum sativum,Accepted,Coriandrum sativum,,"exotic, not naturalized",,4973,CORSAT,,Coriandrum sativum L. 
Dicotyledons,Apiaceae,Cyclospermum leptophyllum,Accepted,Cyclospermum leptophyllum,,"exotic, not naturalized",,14530,CYCLEP,,Cyclospermum leptophyllum (Pers.) Sprague ex Britton & Wilson 
Dicotyledons,Apiaceae,Cymopterus acaulis,Synonym,Cymopterus glomeratus,,,,1334,CYMACA,,Cymopterus acaulis (Pursh) Raf. 
Dicotyledons,Apiaceae,Cymopterus acaulis var. acaulis,Synonym,Cymopterus glomeratus,,,,1334,CYMACAACA,,Cymopterus acaulis (Pursh) Raf. var. acaulis 
Dicotyledons,Apiaceae,Cymopterus acaulis var. greeleyorum,Synonym,Cymopterus glomeratus,,,,1334,CYMACAGRE,,Cymopterus acaulis (Pursh) Raf. var. greeleyorum J.W. Grimes & P.L. Packard 
Dicotyledons,Apiaceae,Cymopterus bipinnatus,Synonym,Cymopterus nivalis,,,,4449,CYMBIP,,Cymopterus bipinnatus S. Watson 
Dicotyledons,Apiaceae,Cymopterus corrugatus,Accepted,Cymopterus corrugatus,,native,Fully described,1340,CYMCOR,"vol2, pg97",Cymopterus corrugatus M.E. Jones 
Dicotyledons,Apiaceae,Cymopterus foeniculaceus,Synonym,Cymopterus terebinthinus var. foeniculaceus,,,,1365,CYMFOE,,Cymopterus foeniculaceus Torr. & A. Gray 
Dicotyledons,Apiaceae,Cymopterus glomeratus,Accepted,Cymopterus glomeratus,,native,Fully described,1334,CYMGLO,"vol2, pg97",Cymopterus glomeratus (Nutt.) DC. 
Dicotyledons,Apiaceae,Cymopterus ibapensis,Synonym,Cymopterus longipes var. ibapensis,,,,1367,CYMIBA,,Cymopterus ibapensis M.E. Jones 
Dicotyledons,Apiaceae,Cymopterus longipes,Accepted,Cymopterus longipes,Bare species,native,,9963,CYMLON,,Cymopterus longipes S. Watson 
Dicotyledons,Apiaceae,Cymopterus longipes var. ibapensis,Accepted,Cymopterus longipes var. ibapensis,,native,Fully described,1367,CYMLONIBA,"vol2, pg97",Cymopterus longipes S. Watson var. ibapensis (M.E. Jones) Cronquist 
Dicotyledons,Apiaceae,Cymopterus nivalis,Accepted,Cymopterus nivalis,,native,Fully described,4449,CYMNIV,"vol2, pg97",Cymopterus nivalis S. Watson 
Dicotyledons,Apiaceae,Cymopterus petraeus,Accepted,Cymopterus petraeus,,native,Fully described,1358,CYMPET,"vol2, pg97",Cymopterus petraeus M.E. Jones 
Dicotyledons,Apiaceae,Cymopterus purpurascens,Accepted,Cymopterus purpurascens,,native,Fully described,4512,CYMPUR,"vol2, pg97",Cymopterus purpurascens (A. Gray) M.E. Jones 
Dicotyledons,Apiaceae,Cymopterus terebinthinus,Accepted,Cymopterus terebinthinus,,native,Fully described,9004,CYMTER,"vol2, pg98",Cymopterus terebinthinus (Hook.) Torr. & A. Gray 
Dicotyledons,Apiaceae,Cymopterus terebinthinus var. foeniculaceus,Accepted,Cymopterus terebinthinus var. foeniculaceus,,native,Fully described,1365,CYMTERFOE,"vol2, pg98",Cymopterus terebinthinus (Hook.) Torr. & A. Gray var. foeniculaceus (Torr. & A. Gray) Cronquist 
Dicotyledons,Apiaceae,Cymopterus terebinthinus var. petraeus,Synonym,Cymopterus petraeus,,,,1358,CYMTERPET,,Cymopterus terebinthinus (Hook.) Torr. & A. Gray var. petraeus (Jones) S. Goodrich 
Dicotyledons,Apiaceae,Cymopterus terebinthinus var. terebinthinus,Accepted,Cymopterus terebinthinus var. terebinthinus,,native,Fully described,1366,CYMTERTER,"vol2, pg98",Cymopterus terebinthinus (Hook.) Torr. & A. Gray var. terebinthinus 
Dicotyledons,Apiaceae,Cymopterus watsonii,Synonym,Cymopterus longipes var. ibapensis,,,,1367,CYMWAT,,Cymopterus watsonii (J.M. Coult. & Rose) M.E. Jones 
Dicotyledons,Apiaceae,Daucus carota,Accepted,Daucus carota,,"exotic, naturalized",Fully described,1369,DAUCAR,"vol2, pg99",Daucus carota L. 
Dicotyledons,Apiaceae,Daucus pusillus,Accepted,Daucus pusillus,,native,Fully described,1376,DAUPUS,"vol2, pg99",Daucus pusillus Michx. 
Dicotyledons,Apiaceae,Eryngium alismifolium,Accepted,Eryngium alismifolium,,native,Fully described,1603,ERYALI,"vol2, pg100",Eryngium alismifolium Greene 
Dicotyledons,Apiaceae,Eryngium articulatum,Accepted,Eryngium articulatum,,native,Fully described,1607,ERYART,"vol2, pg100",Eryngium articulatum Hook. 
Dicotyledons,Apiaceae,Eryngium petiolatum,Accepted,Eryngium petiolatum,,native,Fully described,1719,ERYPET,"vol2, pg100",Eryngium petiolatum Hook. 
Dicotyledons,Apiaceae,Foeniculum vulgare,Accepted,Foeniculum vulgare,,"exotic, naturalized",Fully described,1817,FOEVUL,"vol2, pg101",Foeniculum vulgare Mill. 
Dicotyledons,Apiaceae,Glehnia leiocarpa,Accepted,Glehnia leiocarpa,,native,Fully described,1943,GLELEI,"vol2, pg101",Glehnia leiocarpa Mathias 
Dicotyledons,Apiaceae,Glehnia littoralis ssp. leiocarpa,Synonym,Glehnia leiocarpa,,,,1943,GLELITLEI,,Glehnia littoralis F. Schmidt ex Miq. ssp. leiocarpa (Mathias) Hultén 
Dicotyledons,Apiaceae,Heracleum lanatum,Synonym,Heracleum maximum,,,,2040,HERLAN,,Heracleum lanatum Michx. 
Dicotyledons,Apiaceae,Heracleum mantegazzianum,Accepted,Heracleum mantegazzianum,,"exotic, not naturalized",,4832,HERMAN,,Heracleum mantegazzianum Sommier & Levier 
Dicotyledons,Apiaceae,Heracleum maximum,Accepted,Heracleum maximum,,native,Fully described,2040,HERMAX,"vol2, pg102",Heracleum maximum W. Bartram 
Dicotyledons,Apiaceae,Ligusticum apiifolium,Accepted,Ligusticum apiifolium,,native,Fully described,2352,LIGAPI,"vol2, pg103",Ligusticum apiifolium (Nutt.) A. Gray 
Dicotyledons,Apiaceae,Ligusticum californicum,Accepted,Ligusticum californicum,,native,Fully described,2366,LIGCAL,"vol2, pg103",Ligusticum californicum J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Ligusticum canbyi,Accepted,Ligusticum canbyi,,native,Fully described,2364,LIGCAN,"vol2, pg103",Ligusticum canbyi J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Ligusticum filicinum,Accepted,Ligusticum filicinum,,native,Fully described,2381,LIGFIL,"vol2, pg103",Ligusticum filicinum S. Watson 
Dicotyledons,Apiaceae,Ligusticum filicinum var. filicinum,Synonym,Ligusticum filicinum,,,,2381,LIGFILFIL,,Ligusticum filicinum S. Watson var. filicinum 
Dicotyledons,Apiaceae,Ligusticum filicinum var. tenuifolium,Synonym,Ligusticum tenuifolium,,,,2408,LIGFILTEN,,Ligusticum filicinum S. Watson var. tenuifolium (S. Watson) Mathias & Constance 
Dicotyledons,Apiaceae,Ligusticum grayi,Accepted,Ligusticum grayi,,native,Fully described,2386,LIGGRA,"vol2, pg104",Ligusticum grayi J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Ligusticum tenuifolium,Accepted,Ligusticum tenuifolium,,native,Fully described,2408,LIGTEN,"vol2, pg104",Ligusticum tenuifolium S. Watson 
Dicotyledons,Apiaceae,Lilaeopsis occidentalis,Accepted,Lilaeopsis occidentalis,,native,Fully described,2395,LILOCC,"vol2, pg104",Lilaeopsis occidentalis J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Lomatium alatum,Synonym,Lomatium triternatum,,,,2482,LOMALA,,Lomatium alatum (J.M. Coult. & Rose) J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Lomatium ambiguum,Accepted,Lomatium ambiguum,,native,Fully described,2415,LOMAMB,"vol2, pg110",Lomatium ambiguum (Nutt.) J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Lomatium ambiguum var. leptocarpum,Synonym,Lomatium leptocarpum,,,,2453,LOMAMBLEP,,Lomatium ambiguum (Nutt.) J.M. Coult. & Rose var. leptocarpum (Torr. & Gray) Jeps. 
Dicotyledons,Apiaceae,Lomatium angustatum,Synonym,Lomatium martindalei,,,,2456,LOMANG,,Lomatium angustatum (J.M. Coult. & Rose) H. St. John 
Dicotyledons,Apiaceae,Lomatium angustatum var. flavum,Synonym,Lomatium martindalei,,,,2456,LOMANGFLA,,Lomatium angustatum (J.M. Coult. & Rose) H. St. John var. flavum G.N. Jones 
Dicotyledons,Apiaceae,Lomatium anomalum,Synonym,Lomatium triternatum,,,,2482,LOMANO,,Lomatium anomalum M.E. Jones ex J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Lomatium artemisiarum,Synonym,Lomatium macrocarpum,,,,2454,LOMART,,Lomatium artemisiarum (Piper) Piper 
Dicotyledons,Apiaceae,Lomatium bentonitum,Accepted,Lomatium bentonitum,,native,Fully described,14048,LOMBEN,"vol2, pg110",Lomatium bentonitum K. Carlson & Mansfield 
Dicotyledons,Apiaceae,Lomatium bicolor var. leptocarpum,Synonym,Lomatium leptocarpum,,,,2453,LOMBICLEP,,Lomatium bicolor (S. Watson) J.M. Coult. & Rose var. leptocarpum (Torr. & A. Gray) Schlessman 
Dicotyledons,Apiaceae,Lomatium bradshawii,Accepted,Lomatium bradshawii,,native,Fully described,2416,LOMBRA,"vol2, pg110",Lomatium bradshawii (Rose ex Mathias) Mathias & Constance 
Dicotyledons,Apiaceae,Lomatium brevifolium,Synonym,Lomatium triternatum,,,,2482,LOMBRE,,"Lomatium brevifolium (J.M. Coult. & Rose) J.M. Coult. & Rose
Rose, Joseph Nelson "
Dicotyledons,Apiaceae,Lomatium brunsfeldianum,Accepted,Lomatium brunsfeldianum,,native,Fully described,14316,LOMBRU,"vol2, pg111",Lomatium brunsfeldianum Kemper & R.P. McNeill 
Dicotyledons,Apiaceae,Lomatium californicum,Accepted,Lomatium californicum,,native,Fully described,2417,LOMCAL,"vol2, pg111",Lomatium californicum (Nutt.) Mathias & Constance 
Dicotyledons,Apiaceae,Lomatium canbyi,Accepted,Lomatium canbyi,,native,Fully described,2419,LOMCAN,"vol2, pg112",Lomatium canbyi (J.M. Coult. & Rose) J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Lomatium circumdatum,Synonym,Lomatium cous,,,,2422,LOMCIR,,Lomatium circumdatum (S. Watson) J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Lomatium columbianum,Accepted,Lomatium columbianum,,native,Fully described,2424,LOMCOL,"vol2, pg112",Lomatium columbianum Mathias & Constance 
Dicotyledons,Apiaceae,Lomatium cookii,Accepted,Lomatium cookii,,native,Fully described,4393,LOMCOO,"vol2, pg112",Lomatium cookii Kagan 
Dicotyledons,Apiaceae,Lomatium cous,Accepted,Lomatium cous,,native,Fully described,2422,LOMCOU,"vol2, pg113",Lomatium cous (S. Watson) J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Lomatium cusickii,Accepted,Lomatium cusickii,,native,Fully described,2427,LOMCUS,"vol2, pg113",Lomatium cusickii (S. Watson) J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Lomatium dissectum,Accepted,Lomatium dissectum,,native,Fully described,9006,LOMDIS,"vol2, pg114",Lomatium dissectum (Nutt.) Mathias & Constance 
Dicotyledons,Apiaceae,Lomatium dissectum var. dissectum,Accepted,Lomatium dissectum var. dissectum,,native,Fully described,2429,LOMDISDIS,"vol2, pg114",Lomatium dissectum (Nutt.) Mathias & Constance var. dissectum 
Dicotyledons,Apiaceae,Lomatium dissectum var. eatonii,Synonym,Lomatium dissectum var. multifidum,,,,2431,LOMDISEAT,,Lomatium dissectum (Nutt.) Mathias & Constance var. eatonii (J.M. Coult. & Rose) Cronquist 
Dicotyledons,Apiaceae,Lomatium dissectum var. multifidum,Accepted,Lomatium dissectum var. multifidum,,native,Fully described,2431,LOMDISMUL,"vol2, pg114",Lomatium dissectum (Nutt.) Mathias & Constance var. multifidum (Nutt.) Mathias & Constance 
Dicotyledons,Apiaceae,Lomatium donnellii,Accepted,Lomatium donnellii,,native,Fully described,2432,LOMDON,"vol2, pg114",Lomatium donnellii (J.M. Coult. & Rose) J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Lomatium ellipticum,Synonym,Lomatium macrocarpum,,,,2454,LOMELL,,Lomatium ellipticum (Torr. & A. Gray) J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Lomatium engelmannii,Accepted,Lomatium engelmannii,,native,Fully described,2434,LOMENG,"vol2, pg115",Lomatium engelmannii Mathias 
Dicotyledons,Apiaceae,Lomatium erythrocarpum,Accepted,Lomatium erythrocarpum,,native,Fully described,2435,LOMERY,"vol2, pg115",Lomatium erythrocarpum Meinke & Constance 
Dicotyledons,Apiaceae,Lomatium farinosum,Accepted,Lomatium farinosum,Bare species,native,,9007,LOMFAR,,Lomatium farinosum (Geyer ex Hook.) J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Lomatium farinosum var. hambleniae,Accepted,Lomatium farinosum var. hambleniae,,native,Fully described,2437,LOMFARHAM,"vol2, pg115",Lomatium farinosum (Geyer ex Hook.) J.M. Coult. & Rose var. hambleniae (Mathias & Constance) Schlessman 
Dicotyledons,Apiaceae,Lomatium filicinum,Synonym,Lomatium brunsfeldianum,,,,14316,LOMFIL,,Lomatium filicinum (M.E. Jones) Mansfield & McK. Stevens 
Dicotyledons,Apiaceae,Lomatium foeniculaceum,Accepted,Lomatium foeniculaceum,,native,Fully described,9008,LOMFOE,"vol2, pg116",Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Lomatium foeniculaceum ssp. macdougalii,Synonym,Lomatium foeniculaceum var. macdougalii,,,,2439,LOMFOEMAC2,,Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose ssp. macdougalii (J.M. Coult. & Rose) W.L. Theob. 
Dicotyledons,Apiaceae,Lomatium foeniculaceum var. fimbriatum,Accepted,Lomatium foeniculaceum var. fimbriatum,,native,Fully described,12734,LOMFOEFIM,"vol2, pg116",Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose var. fimbriatum (W.L. Theob.) B. Boivin 
Dicotyledons,Apiaceae,Lomatium foeniculaceum var. macdougalii,Accepted,Lomatium foeniculaceum var. macdougalii,,native,Fully described,2439,LOMFOEMAC,"vol2, pg116",Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose var. macdougalii (J.M. Coult. & Rose) Cronquist 
Dicotyledons,Apiaceae,Lomatium frenchii,Synonym,Lomatium watsonii,,,,2487,LOMFRE,,Lomatium frenchii Math. & Const. 
Dicotyledons,Apiaceae,Lomatium fusiformis,Synonym,Orogenia fusiformis,,,,2862,LOMFUS,,Lomatium fusiformis (S. Watson) J.F. Smith & Mansfield 
Dicotyledons,Apiaceae,Lomatium gormanii,Accepted,Lomatium gormanii,,native,Fully described,2440,LOMGOR,"vol2, pg116",Lomatium gormanii (Howell) J.M. Coult. & Rose 
Dicotyledons,Apiaceae,Lomatium grayi,Misapplied,Lomatium papilioniferum,,,,2441,LOMGRA,,Lomatium grayi (J.M. Coult & Rose) J.M. Coult & Rose 
Dicotyledons,Apiaceae,Lomatium grayi var. grayi,Misapplied,Lomatium papilioniferum,,,,2441,LOMGRAGRA,,Lomatium grayi (J.M. Coult & Rose) J.M. Coult & Rose var. grayi 
